number_of_components,n_nodes,n_edges,density,global_efficiency,diameter,shortest_path,city,year,total_funding
145,12,15,0.22727272727272727,0.48282828282828305,6,2.878787878787879,Miami,2016,2445126005.0
166,17,25,0.18382352941176472,0.4960784313725482,5,2.5,Miami,2017,2842184010.0
194,19,30,0.17543859649122806,0.49298245614035135,5,2.491228070175439,Miami,2018,3376758865.0
214,20,31,0.1631578947368421,0.4884210526315793,5,2.4894736842105263,Miami,2019,3858598943.0
248,23,30,0.11857707509881422,0.37353190287972887,8,3.644268774703557,Miami,2020,6827234860.0
272,23,30,0.11857707509881422,0.37353190287972843,8,3.644268774703557,Miami,2021,8515209884.0
285,24,44,0.15942028985507245,0.4856280193236717,5,2.496376811594203,Miami,2022,15310637090.0
293,24,44,0.15942028985507245,0.48562801932367233,5,2.496376811594203,Miami,2023,25620760805.0
294,24,44,0.15942028985507245,0.4856280193236717,5,2.496376811594203,Miami,2024,45686138753.0
1,2,1,1.0,1.0,1,1.0,Kingsport,2021,0.0
1,2,1,1.0,1.0,1,1.0,Bethany,2005,0.0
2,2,1,1.0,1.0,1,1.0,Bethany,2020,300000.0
1,2,1,1.0,1.0,1,1.0,Aventura,1996,
1,3,3,1.0,1.0,1,1.0,Aventura,2000,0.0
3,3,3,1.0,1.0,1,1.0,Aventura,2008,0.0
4,3,3,1.0,1.0,1,1.0,Aventura,2011,6050000.0
6,3,3,1.0,1.0,1,1.0,Aventura,2012,12107520.0
7,3,3,1.0,1.0,1,1.0,Aventura,2013,13632520.0
8,3,3,1.0,1.0,1,1.0,Aventura,2014,13896020.0
9,3,3,1.0,1.0,1,1.0,Aventura,2015,13896020.0
10,3,3,1.0,1.0,1,1.0,Aventura,2016,27596020.0
11,3,3,1.0,1.0,1,1.0,Aventura,2017,39671360.0
12,3,3,1.0,1.0,1,1.0,Aventura,2018,43765865.0
1,2,1,1.0,1.0,1,1.0,Esmoriz,2021,
2,2,1,1.0,1.0,1,1.0,Fairfax,2003,283150000.0
3,2,1,1.0,1.0,1,1.0,Fairfax,2005,328150000.0
4,2,1,1.0,1.0,1,1.0,Fairfax,2007,328250000.0
5,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Fairfax,2008,328250000.0
7,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Fairfax,2010,424250000.0
9,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Fairfax,2014,455259649.0
11,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Fairfax,2015,464130450.0
14,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Fairfax,2016,531235450.0
16,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Fairfax,2017,535335450.0
18,5,10,1.0,1.0,1,1.0,Fairfax,2018,548982038.0
20,5,10,1.0,1.0,1,1.0,Fairfax,2019,634732038.0
20,6,5,0.3333333333333333,0.5800000000000001,5,2.3333333333333335,Fairfax,2020,2290232038.0
1,2,1,1.0,1.0,1,1.0,Kaslo,2021,
1,2,1,1.0,1.0,1,1.0,Kaslo,2023,
1,2,1,1.0,1.0,1,1.0,Dortmund,2007,14585019.0
1,3,3,1.0,1.0,1,1.0,Dortmund,2013,81418641.0
1,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Dortmund,2014,117466059.0
3,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Dortmund,2017,129500660.0
3,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Dortmund,2018,132568213.0
3,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Dortmund,2019,148748213.0
4,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Dortmund,2020,148748213.0
6,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Dortmund,2022,164374992.0
1,2,1,1.0,1.0,1,1.0,Pearl River,2010,14727601.0
2,2,1,1.0,1.0,1,1.0,Pearl River,2015,49727601.0
3,2,1,1.0,1.0,1,1.0,Pearl River,2017,65727601.0
1,2,1,1.0,1.0,1,1.0,Faversham,2010,
1,2,1,1.0,1.0,1,1.0,Epping,2017,2700000.0
2,2,1,1.0,1.0,1,1.0,Epping,2020,2759687.0
1,2,1,1.0,1.0,1,1.0,Saint Cloud,2016,67624000.0
2,2,1,1.0,1.0,1,1.0,Saint Cloud,2019,94824000.0
3,2,1,1.0,1.0,1,1.0,Saint Cloud,2022,97324000.0
3,2,1,1.0,1.0,1,1.0,Saint Cloud,2023,97331375.0
1,2,1,1.0,1.0,1,1.0,Commerce Township,2012,0.0
1,2,1,1.0,1.0,1,1.0,Cadillac,2019,0.0
1,2,1,1.0,1.0,1,1.0,Santo Domingo,2007,0.0
2,2,1,1.0,1.0,1,1.0,Santo Domingo,2009,0.0
4,2,1,1.0,1.0,1,1.0,Santo Domingo,2014,0.0
5,2,1,1.0,1.0,1,1.0,Santo Domingo,2017,370000.0
6,2,1,1.0,1.0,1,1.0,Santo Domingo,2019,1220000.0
2,2,1,1.0,1.0,1,1.0,Avalon,2018,17000000.0
1,2,1,1.0,1.0,1,1.0,Kaduwela,2018,0.0
1,2,1,1.0,1.0,1,1.0,Freedom,2017,7000000.0
1,2,1,1.0,1.0,1,1.0,Freedom,2019,7000000.0
1,2,1,1.0,1.0,1,1.0,Mandeville,2017,430000.0
2,2,1,1.0,1.0,1,1.0,Mandeville,2019,430000.0
1,3,3,1.0,1.0,1,1.0,Pearland,2016,850000.0
3,3,3,1.0,1.0,1,1.0,Pearland,2020,850000.0
1,2,1,1.0,1.0,1,1.0,Grantown On Spey,2018,0.0
1,2,1,1.0,1.0,1,1.0,Einsiedeln,2004,
1,2,1,1.0,1.0,1,1.0,Einsiedeln,2014,
1,2,1,1.0,1.0,1,1.0,Churchton,2000,0.0
1,3,3,1.0,1.0,1,1.0,Churchton,2017,0.0
1,4,6,1.0,1.0,1,1.0,Churchton,2021,450000.0
1,2,1,1.0,1.0,1,1.0,Charlottesville,1993,
2,2,1,1.0,1.0,1,1.0,Charlottesville,1995,
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Charlottesville,1997,
3,5,4,0.4,0.7,2,1.6,Charlottesville,1999,
4,5,4,0.4,0.7,2,1.6,Charlottesville,2000,21300000.0
5,5,4,0.4,0.7,2,1.6,Charlottesville,2002,25300000.0
6,6,5,0.3333333333333333,0.6666666666666666,2,1.6666666666666667,Charlottesville,2003,25300000.0
6,7,6,0.2857142857142857,0.6428571428571429,2,1.7142857142857142,Charlottesville,2005,25300000.0
6,8,7,0.25,0.5952380952380951,3,1.9285714285714286,Charlottesville,2006,25301000.0
6,9,8,0.2222222222222222,0.5833333333333333,3,1.9444444444444444,Charlottesville,2007,25301000.0
7,11,10,0.18181818181818182,0.5666666666666669,3,1.9636363636363636,Charlottesville,2008,25301000.0
9,12,11,0.16666666666666666,0.5606060606060608,3,1.9696969696969697,Charlottesville,2009,25301000.0
9,15,15,0.14285714285714285,0.5523809523809524,3,1.9714285714285715,Charlottesville,2010,26676000.0
10,15,15,0.14285714285714285,0.552380952380952,3,1.9714285714285715,Charlottesville,2011,65058871.0
12,15,15,0.14285714285714285,0.5523809523809524,3,1.9714285714285715,Charlottesville,2012,77063871.0
13,17,17,0.125,0.5287990196078427,4,2.0808823529411766,Charlottesville,2013,110042705.0
15,19,21,0.12280701754385964,0.5321637426900591,3,2.0526315789473686,Charlottesville,2014,129138399.0
17,20,22,0.11578947368421053,0.5298245614035094,3,2.0526315789473686,Charlottesville,2015,133433261.0
20,23,25,0.09881422924901186,0.5016469038208182,4,2.1936758893280635,Charlottesville,2016,186107627.0
21,24,26,0.09420289855072464,0.492149758454107,4,2.2427536231884058,Charlottesville,2017,283294373.0
22,26,28,0.08615384615384615,0.47410256410256363,4,2.3446153846153845,Charlottesville,2018,295439947.0
23,26,28,0.08615384615384615,0.47410256410256335,4,2.3446153846153845,Charlottesville,2019,342630413.0
25,28,31,0.082010582010582,0.4578483245149897,5,2.462962962962963,Charlottesville,2020,385461429.0
28,30,34,0.07816091954022988,0.4519540229885031,5,2.496551724137931,Charlottesville,2021,623025905.0
30,30,34,0.07816091954022988,0.45195402298850307,5,2.496551724137931,Charlottesville,2022,1091961641.0
30,31,35,0.07526881720430108,0.44021505376343817,6,2.6021505376344085,Charlottesville,2023,1587037399.0
1,2,1,1.0,1.0,1,1.0,Ljubljana,2003,0.0
2,2,1,1.0,1.0,1,1.0,Ljubljana,2007,0.0
3,2,1,1.0,1.0,1,1.0,Ljubljana,2008,251037.0
6,2,1,1.0,1.0,1,1.0,Ljubljana,2010,1251037.0
8,2,1,1.0,1.0,1,1.0,Ljubljana,2011,1251037.0
10,2,1,1.0,1.0,1,1.0,Ljubljana,2012,4060470.0
13,2,1,1.0,1.0,1,1.0,Ljubljana,2013,4229349.0
15,5,5,0.5,0.7333333333333333,3,1.6,Ljubljana,2014,4765028.0
17,5,5,0.5,0.7333333333333333,3,1.6,Ljubljana,2015,8808960.0
20,5,5,0.5,0.7166666666666667,3,1.7,Ljubljana,2016,17301063.0
23,9,12,0.3333333333333333,0.6180555555555558,4,1.9722222222222223,Ljubljana,2017,32167199.0
25,13,17,0.21794871794871795,0.5004273504273505,6,2.628205128205128,Ljubljana,2018,39517926.0
28,13,19,0.24358974358974358,0.5256410256410254,5,2.4871794871794872,Ljubljana,2019,41169897.0
26,23,32,0.12648221343873517,0.36884371666980303,10,3.972332015810277,Ljubljana,2020,94574712.0
30,24,38,0.13768115942028986,0.40181590752242896,8,3.4855072463768115,Ljubljana,2021,97386424.0
30,25,39,0.13,0.3987023809523805,8,3.4833333333333334,Ljubljana,2022,198274246.0
1,2,1,1.0,1.0,1,1.0,Livorno,2006,0.0
1,3,3,1.0,1.0,1,1.0,Livorno,2008,0.0
2,3,3,1.0,1.0,1,1.0,Livorno,2012,0.0
3,3,3,1.0,1.0,1,1.0,Livorno,2016,167915.0
3,3,3,1.0,1.0,1,1.0,Livorno,2019,372842.0
1,2,1,1.0,1.0,1,1.0,Westbrook,2007,0.0
1,2,1,1.0,1.0,1,1.0,Gatlinburg,2012,
2,2,1,1.0,1.0,1,1.0,Gatlinburg,2022,
1,2,1,1.0,1.0,1,1.0,Genova,2017,50118294.0
2,2,1,1.0,1.0,1,1.0,Genova,2021,59563098.0
3,2,1,1.0,1.0,1,1.0,Genova,2022,74819139.0
1,2,1,1.0,1.0,1,1.0,Überlingen,2013,
1,2,1,1.0,1.0,1,1.0,Oldham,2012,3244025.0
2,2,1,1.0,1.0,1,1.0,Oldham,2015,3244025.0
3,2,1,1.0,1.0,1,1.0,Oldham,2021,3945401.0
1,2,1,1.0,1.0,1,1.0,Bay City,2005,0.0
2,2,1,1.0,1.0,1,1.0,Bay City,2013,0.0
3,2,1,1.0,1.0,1,1.0,Bay City,2017,0.0
1,2,1,1.0,1.0,1,1.0,Swannanoa,2018,
1,2,1,1.0,1.0,1,1.0,Swannanoa,2020,
1,2,1,1.0,1.0,1,1.0,Sutton,2007,0.0
1,2,1,1.0,1.0,1,1.0,Carantec,2022,
1,2,1,1.0,1.0,1,1.0,Magdeburg,2007,607201.0
2,2,1,1.0,1.0,1,1.0,Magdeburg,2016,11522893.0
3,3,3,1.0,1.0,1,1.0,Magdeburg,2018,12609423.0
4,3,3,1.0,1.0,1,1.0,Magdeburg,2019,12959423.0
1,2,1,1.0,1.0,1,1.0,Afton,2012,0.0
1,3,3,1.0,1.0,1,1.0,Afton,2019,0.0
1,2,1,1.0,1.0,1,1.0,Williston,2017,43626590.0
1,2,1,1.0,1.0,1,1.0,Aguascalientes,2019,298048.0
1,2,1,1.0,1.0,1,1.0,Sansepolcro,2013,
1,2,1,1.0,1.0,1,1.0,Belrose,2018,0.0
1,2,1,1.0,1.0,1,1.0,Moorpark,2021,9083912.0
1,2,1,1.0,1.0,1,1.0,Las Palmas De Gran Canaria,2012,0.0
2,2,1,1.0,1.0,1,1.0,Las Palmas De Gran Canaria,2017,56064.0
2,3,3,1.0,1.0,1,1.0,Las Palmas De Gran Canaria,2021,4090564.0
1,2,1,1.0,1.0,1,1.0,Schlieren,2010,129013302.0
1,3,3,1.0,1.0,1,1.0,Schlieren,2011,129024066.0
2,3,3,1.0,1.0,1,1.0,Schlieren,2012,256644861.0
2,4,6,1.0,1.0,1,1.0,Schlieren,2015,363717241.0
3,4,6,1.0,1.0,1,1.0,Schlieren,2018,536689825.0
3,5,10,1.0,1.0,1,1.0,Schlieren,2019,555764816.0
4,5,10,1.0,1.0,1,1.0,Schlieren,2021,667231782.0
1,2,1,1.0,1.0,1,1.0,Virginia,2014,562000.0
1,2,1,1.0,1.0,1,1.0,Hobart,2005,0.0
2,2,1,1.0,1.0,1,1.0,Hobart,2008,0.0
2,3,3,1.0,1.0,1,1.0,Hobart,2010,0.0
4,3,3,1.0,1.0,1,1.0,Hobart,2012,0.0
4,4,6,1.0,1.0,1,1.0,Hobart,2013,0.0
5,4,6,1.0,1.0,1,1.0,Hobart,2016,4504472.0
6,4,6,1.0,1.0,1,1.0,Hobart,2017,4704472.0
7,4,6,1.0,1.0,1,1.0,Hobart,2018,4704472.0
7,6,9,0.6,0.8,2,1.4,Hobart,2020,4704472.0
6,6,9,0.6,0.8,2,1.4,Hobart,2021,4704472.0
1,2,1,1.0,1.0,1,1.0,Solothurn,2021,1639251.0
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Solothurn,2023,2512709.0
1,2,1,1.0,1.0,1,1.0,Tartu,2006,237443.0
2,2,1,1.0,1.0,1,1.0,Tartu,2007,237443.0
2,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Tartu,2009,9297443.0
2,5,5,0.5,0.75,2,1.5,Tartu,2011,9297443.0
2,6,7,0.4666666666666667,0.7333333333333333,2,1.5333333333333334,Tartu,2012,9802320.0
3,7,8,0.38095238095238093,0.6666666666666666,3,1.7619047619047619,Tartu,2013,22122320.0
5,8,9,0.32142857142857145,0.6369047619047621,3,1.8214285714285714,Tartu,2014,38580354.0
7,9,11,0.3055555555555556,0.6157407407407409,3,1.9166666666666667,Tartu,2015,38859380.0
9,9,11,0.3055555555555556,0.6157407407407409,3,1.9166666666666667,Tartu,2016,39204547.0
9,9,11,0.3055555555555556,0.6157407407407409,3,1.9166666666666667,Tartu,2017,39931507.0
11,10,14,0.3111111111111111,0.6185185185185188,3,1.9111111111111112,Tartu,2018,40162162.0
11,10,14,0.3111111111111111,0.6185185185185188,3,1.9111111111111112,Tartu,2019,40333514.0
11,11,15,0.2727272727272727,0.5787878787878789,4,2.090909090909091,Tartu,2020,40333514.0
11,11,15,0.2727272727272727,0.5787878787878789,4,2.090909090909091,Tartu,2021,44567326.0
1,2,1,1.0,1.0,1,1.0,Davenport,2016,6335000.0
2,2,1,1.0,1.0,1,1.0,Davenport,2020,12066665.0
1,2,1,1.0,1.0,1,1.0,Hørsholm,2018,881947707.0
2,2,1,1.0,1.0,1,1.0,Hørsholm,2021,901736687.0
1,2,1,1.0,1.0,1,1.0,Ruiru,2020,0.0
1,2,1,1.0,1.0,1,1.0,Altona,2021,
1,2,1,1.0,1.0,1,1.0,Webster,2018,74485782.0
2,2,1,1.0,1.0,1,1.0,Webster,2022,236580782.0
1,2,1,1.0,1.0,1,1.0,Rostock,2013,0.0
1,2,1,1.0,1.0,1,1.0,Fall River,1998,
2,2,1,1.0,1.0,1,1.0,Fall River,2015,2860421.0
1,2,1,1.0,1.0,1,1.0,Jodhpur,2013,18413.0
3,2,1,1.0,1.0,1,1.0,Jodhpur,2017,518413.0
3,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Jodhpur,2018,595165.0
4,5,7,0.7,0.85,2,1.3,Jodhpur,2019,595165.0
5,5,7,0.7,0.85,2,1.3,Jodhpur,2020,1276389.0
1,2,1,1.0,1.0,1,1.0,Täby,2012,3318787.0
2,2,1,1.0,1.0,1,1.0,Täby,2013,3318787.0
2,3,3,1.0,1.0,1,1.0,Täby,2022,190822725.0
1,2,1,1.0,1.0,1,1.0,Culpeper,2019,375000.0
1,3,3,1.0,1.0,1,1.0,Culpeper,2020,375000.0
1,2,1,1.0,1.0,1,1.0,Betim,2018,10060000.0
1,2,1,1.0,1.0,1,1.0,Brooklyn,1994,
3,2,1,1.0,1.0,1,1.0,Brooklyn,1995,
5,2,1,1.0,1.0,1,1.0,Brooklyn,1999,
5,2,1,1.0,1.0,1,1.0,Brooklyn,2001,478806.0
6,2,1,1.0,1.0,1,1.0,Brooklyn,2002,18478806.0
7,2,1,1.0,1.0,1,1.0,Brooklyn,2003,18478806.0
7,3,3,1.0,1.0,1,1.0,Brooklyn,2004,22065259.0
8,3,3,1.0,1.0,1,1.0,Brooklyn,2006,22065259.0
9,3,3,1.0,1.0,1,1.0,Brooklyn,2007,23062808.0
14,3,3,1.0,1.0,1,1.0,Brooklyn,2008,31172808.0
21,3,3,1.0,1.0,1,1.0,Brooklyn,2009,35092808.0
26,3,3,1.0,1.0,1,1.0,Brooklyn,2010,53937008.0
35,4,6,1.0,1.0,1,1.0,Brooklyn,2011,75094508.0
43,6,6,0.4,0.6333333333333333,4,2.066666666666667,Brooklyn,2012,179602173.0
63,10,10,0.2222222222222222,0.4874074074074074,6,2.8,Brooklyn,2013,221814503.0
77,11,11,0.2,0.4706060606060608,6,2.890909090909091,Brooklyn,2014,298132089.0
88,11,11,0.2,0.47060606060606075,6,2.890909090909091,Brooklyn,2015,812187074.0
103,11,12,0.21818181818181817,0.47969696969696984,6,2.8727272727272726,Brooklyn,2016,1010681931.0
123,13,14,0.1794871794871795,0.49679487179487186,4,2.448717948717949,Brooklyn,2017,1427580341.0
146,21,27,0.12857142857142856,0.4583333333333344,4,2.619047619047619,Brooklyn,2018,1710260058.0
161,24,34,0.12318840579710146,0.4616545893719816,4,2.5833333333333335,Brooklyn,2019,1959171610.0
185,30,41,0.09425287356321839,0.42636015325670445,5,2.781609195402299,Brooklyn,2020,2309120400.0
199,35,48,0.08067226890756303,0.4120728291316504,5,2.8521008403361345,Brooklyn,2021,4382319301.0
207,37,50,0.07507507507507508,0.40277777777777607,5,2.90990990990991,Brooklyn,2022,8867461475.0
209,38,51,0.07254623044096728,0.3970839260312929,6,2.9587482219061165,Brooklyn,2023,13171570539.0
210,38,51,0.07254623044096728,0.3970839260312929,6,2.9587482219061165,Brooklyn,2024,14490897455.0
1,2,1,1.0,1.0,1,1.0,Vitoria-gasteiz,2011,0.0
2,2,1,1.0,1.0,1,1.0,Vitoria-gasteiz,2013,0.0
1,2,1,1.0,1.0,1,1.0,Charlottenlund,2019,937545.0
2,2,1,1.0,1.0,1,1.0,Charlottenlund,2021,937545.0
1,2,1,1.0,1.0,1,1.0,Oss,2018,220990.0
2,2,1,1.0,1.0,1,1.0,Oss,2020,21092295.0
1,2,1,1.0,1.0,1,1.0,Florham Park,2007,0.0
2,2,1,1.0,1.0,1,1.0,Grand Cayman,2017,298476812.0
3,2,1,1.0,1.0,1,1.0,Grand Cayman,2019,432058309.0
4,2,1,1.0,1.0,1,1.0,Grand Cayman,2022,5398989159.0
1,2,1,1.0,1.0,1,1.0,Bussum,2017,0.0
1,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Bussum,2019,0.0
2,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Bussum,2020,0.0
1,2,1,1.0,1.0,1,1.0,North Walsham,2021,
1,2,1,1.0,1.0,1,1.0,Villeneuve,2019,24000371.0
2,2,1,1.0,1.0,1,1.0,Villeneuve,2022,25497658.0
1,2,1,1.0,1.0,1,1.0,Las Cruces,2014,250000.0
2,2,1,1.0,1.0,1,1.0,Las Cruces,2017,250000.0
3,2,1,1.0,1.0,1,1.0,Las Cruces,2020,400000.0
2,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Las Cruces,2022,76550000.0
1,2,1,1.0,1.0,1,1.0,Gold Coast,2011,0.0
2,2,1,1.0,1.0,1,1.0,Gold Coast,2012,0.0
3,2,1,1.0,1.0,1,1.0,Gold Coast,2015,130644050.0
4,2,1,1.0,1.0,1,1.0,Gold Coast,2017,133604973.0
5,2,1,1.0,1.0,1,1.0,Gold Coast,2018,134445270.0
6,2,1,1.0,1.0,1,1.0,Gold Coast,2019,136364128.0
7,2,1,1.0,1.0,1,1.0,Gold Coast,2020,160071616.0
8,2,1,1.0,1.0,1,1.0,Gold Coast,2021,224028456.0
1,2,1,1.0,1.0,1,1.0,Cheadle Hulme,2016,1173761.0
1,2,1,1.0,1.0,1,1.0,Presidente Prudente,2020,0.0
1,2,1,1.0,1.0,1,1.0,Vitry-sur-seine,2018,600000.0
1,2,1,1.0,1.0,1,1.0,East Grinstead,2020,2694728.0
2,2,1,1.0,1.0,1,1.0,East Grinstead,2021,2694728.0
1,2,1,1.0,1.0,1,1.0,Sherman,1999,
2,2,1,1.0,1.0,1,1.0,Sherman,2014,
2,2,1,1.0,1.0,1,1.0,Sherman,2019,
1,2,1,1.0,1.0,1,1.0,Milano,2002,0.0
2,2,1,1.0,1.0,1,1.0,Milano,2004,0.0
3,2,1,1.0,1.0,1,1.0,Milano,2005,0.0
4,2,1,1.0,1.0,1,1.0,Milano,2009,13081176.0
8,2,1,1.0,1.0,1,1.0,Milano,2010,224167723.0
11,2,1,1.0,1.0,1,1.0,Milano,2011,224267723.0
15,3,3,1.0,1.0,1,1.0,Milano,2012,249800537.0
22,3,3,1.0,1.0,1,1.0,Milano,2013,253623792.0
25,5,7,0.7,0.85,2,1.3,Milano,2014,395632497.0
30,6,11,0.7333333333333333,0.8666666666666667,2,1.2666666666666666,Milano,2015,428509572.0
34,6,8,0.5333333333333333,0.7333333333333335,3,1.6666666666666667,Milano,2016,478534441.0
42,7,9,0.42857142857142855,0.6468253968253969,4,2.0476190476190474,Milano,2017,512187609.0
45,9,23,0.6388888888888888,0.8148148148148149,3,1.3888888888888888,Milano,2018,695885467.0
55,11,38,0.6909090909090909,0.8424242424242425,3,1.3272727272727274,Milano,2019,730534359.0
65,22,73,0.31601731601731603,0.6403318903318906,4,1.7922077922077921,Milano,2020,800939903.0
77,24,76,0.2753623188405797,0.5899154589371975,5,2.068840579710145,Milano,2021,1847279269.0
84,24,76,0.2753623188405797,0.5899154589371975,5,2.068840579710145,Milano,2022,2518205211.0
88,24,76,0.2753623188405797,0.5899154589371975,5,2.068840579710145,Milano,2023,3432022301.0
1,2,1,1.0,1.0,1,1.0,Covington,1969,
2,2,1,1.0,1.0,1,1.0,Covington,2002,0.0
3,2,1,1.0,1.0,1,1.0,Covington,2011,300000.0
4,2,1,1.0,1.0,1,1.0,Covington,2016,4789959.0
7,2,1,1.0,1.0,1,1.0,Covington,2017,4789959.0
8,2,1,1.0,1.0,1,1.0,Covington,2020,68456959.0
2,2,1,1.0,1.0,1,1.0,Lehighton,2013,
1,2,1,1.0,1.0,1,1.0,Fresno,1974,
2,2,1,1.0,1.0,1,1.0,Fresno,2001,0.0
3,2,1,1.0,1.0,1,1.0,Fresno,2002,0.0
2,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Fresno,2005,14500000.0
3,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Fresno,2009,19000000.0
6,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Fresno,2011,19000000.0
8,4,4,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Fresno,2012,57215944.0
8,4,6,1.0,1.0,1,1.0,Fresno,2013,57215944.0
9,6,11,0.7333333333333333,0.8666666666666667,2,1.2666666666666666,Fresno,2014,57220944.0
10,6,13,0.8666666666666667,0.9333333333333333,2,1.1333333333333333,Fresno,2015,57220944.0
11,6,13,0.8666666666666667,0.9333333333333333,2,1.1333333333333333,Fresno,2016,64365944.0
15,6,13,0.8666666666666667,0.9333333333333333,2,1.1333333333333333,Fresno,2018,67095944.0
15,7,18,0.8571428571428571,0.9285714285714286,2,1.1428571428571428,Fresno,2019,67695944.0
15,7,18,0.8571428571428571,0.9285714285714286,2,1.1428571428571428,Fresno,2020,74484869.0
17,7,18,0.8571428571428571,0.9285714285714286,2,1.1428571428571428,Fresno,2022,94037369.0
1,2,1,1.0,1.0,1,1.0,Boise,2001,28000000.0
2,2,1,1.0,1.0,1,1.0,Boise,2002,38600000.0
3,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Boise,2003,88600000.0
4,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Boise,2004,88600000.0
6,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Boise,2007,106760000.0
8,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Boise,2008,106760000.0
7,6,8,0.5333333333333333,0.7666666666666667,2,1.4666666666666666,Boise,2009,114980000.0
9,6,8,0.5333333333333333,0.7666666666666667,2,1.4666666666666666,Boise,2010,216980000.0
10,6,8,0.5333333333333333,0.7666666666666667,2,1.4666666666666666,Boise,2011,230305324.0
11,6,8,0.5333333333333333,0.7666666666666667,2,1.4666666666666666,Boise,2012,230755324.0
9,13,13,0.16666666666666666,0.4420940170940173,6,3.141025641025641,Boise,2013,265925394.0
11,17,20,0.14705882352941177,0.43223039215686265,6,3.110294117647059,Boise,2014,271735394.0
16,18,22,0.1437908496732026,0.4328976034858389,6,3.0980392156862746,Boise,2015,360762821.0
19,18,22,0.1437908496732026,0.4328976034858389,6,3.0980392156862746,Boise,2016,370541817.0
27,30,42,0.09655172413793103,0.37169677066228674,7,3.56551724137931,Boise,2017,540775161.0
29,34,48,0.0855614973262032,0.3644894321364897,8,3.6185383244206775,Boise,2018,600453004.0
33,37,52,0.07807807807807808,0.3544776919776906,8,3.6996996996997,Boise,2019,629301009.0
35,39,58,0.07827260458839407,0.35915268941584616,8,3.623481781376518,Boise,2020,2396242458.0
38,39,58,0.07827260458839407,0.35915268941584616,8,3.623481781376518,Boise,2021,2723184505.0
40,39,58,0.07827260458839407,0.35915268941584616,8,3.623481781376518,Boise,2022,3060059757.0
1,2,1,1.0,1.0,1,1.0,Helensvale,2010,
1,2,1,1.0,1.0,1,1.0,Bayside,2018,0.0
1,2,1,1.0,1.0,1,1.0,Maroochydore,2012,0.0
1,3,3,1.0,1.0,1,1.0,Maroochydore,2013,0.0
2,3,3,1.0,1.0,1,1.0,Maroochydore,2014,0.0
3,3,3,1.0,1.0,1,1.0,Maroochydore,2016,130963.0
1,2,1,1.0,1.0,1,1.0,Auburn,2005,0.0
2,2,1,1.0,1.0,1,1.0,Auburn,2013,6775801.0
3,2,1,1.0,1.0,1,1.0,Auburn,2014,11670801.0
4,2,1,1.0,1.0,1,1.0,Auburn,2016,37920801.0
1,2,1,1.0,1.0,1,1.0,Trezzano Sul Naviglio,2018,54327.0
1,2,1,1.0,1.0,1,1.0,North Haven,2009,0.0
1,2,1,1.0,1.0,1,1.0,Englewood,1981,
2,2,1,1.0,1.0,1,1.0,Englewood,1996,
3,2,1,1.0,1.0,1,1.0,Englewood,1997,
4,2,1,1.0,1.0,1,1.0,Englewood,1999,
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Englewood,2003,1052504000.0
4,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Englewood,2006,1054729000.0
6,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Englewood,2007,1260229000.0
9,3,2,0.6666666666666666,0.8333333333333334,2,1.3333333333333333,Englewood,2008,1980209000.0
10,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Englewood,2009,2039408000.0
10,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Englewood,2010,2045915989.0
10,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Englewood,2011,2046963489.0
11,4,3,0.5,0.7222222222222222,3,1.6666666666666667,Englewood,2012,2048213489.0
